SITE_NO,DATE_TIME_HEURE,FLAG_MARQUEUR,VALUE_VALEUR,SDL_LDE,MDL_LDM,VMV_CODE,UNIT_UNITÉ,VARIABLE,VARIABLE_FR,STATUS_STATUT
"ON02GH0308","2017-08-28 12:00","<","0.515","0.515","","4885","NG/L","P,P'-DICHLORODIPHENYL DICHLOROETHANE (P,P'-DDD) OR 1,2-DIPHENYL TETRACHLOROETHANE (4,4'-DDD)","P,P'-DICHLORODIPHÉNYL DICHLOROÉTHANE (P,P'-DDD) OU 1,2-DIPHÉNYL TÉTRACHLOROÉTHANE (4,4'-DDD)","P"
"ON02GH0308","2017-08-28 12:00","<","0.201","0.201","","4915","NG/L","P,P'-METHOXYCHLOR (METHOXYCHLOR)","P,P'-MÉTHOXYCHLORE (MÉTHOXYCHLORE)","P"
"ON02GH0308","2017-08-28 12:00","<","1.77","1.77","","4172","PG/L","PCB 5","BPC 5","P"
"ON02GH0308","2017-08-28 12:00"," ","39.3","","","4246","PG/L","PCB-109/119/86/97/125/87","BPC-109/119/86/97/125/87","P"
"ON02GH0308","2017-08-28 12:00"," ","8.34","","","109026","PH","PH (FIELD)","PH (TERRAIN)","P"
"ON02GH0308","2017-08-28 12:00","<","0.001","0.001","0.001","107927","µG/L","PLATINUM TOTAL","PLATINE TOTAL","P"
"ON02GH0308","2017-08-28 12:00"," ","747.3","","","5075","MM HG","PRESSURE (FIELD)","PRESSION (TERRAIN)","P"
"ON02GH0308","2017-08-28 12:00"," ","1.19","0.001","0.001","107928","µG/L","RUBIDIUM TOTAL","RUBIDIUM TOTAL","P"
"ON02GH0308","2017-08-28 12:00"," ","0.11","","","5074","PPT","SALINITY (FIELD)","SALINITÉ (TERRAIN)","P"
"ON02GH0308","2017-08-28 12:00"," ","0.13","0.01","0.01","107930","µG/L","SELENIUM TOTAL","SÉLÉNIUM TOTAL","P"
"ON02GH0308","2017-08-28 12:00"," ","0.002","0.001","0.001","107904","µG/L","SILVER TOTAL","ARGENT TOTAL","P"
"ON02GH0308","2017-08-28 12:00"," ","105","0.05","0.05","107932","µG/L","STRONTIUM TOTAL","STRONTIUM TOTAL","P"
"ON02GH0308","2017-08-28 12:00"," ","21.3","","","109028","DEG C","TEMPERATURE WATER (FIELD)","TEMPÉRATURE DE L'EAU (TERRAIN)","P"
"ON02GH0308","2017-08-28 12:00"," ","0.005","0.001","0.001","107934","µG/L","THALLIUM TOTAL","THALLIUM TOTAL","P"
"ON02GH0308","2017-08-28 12:00"," ","0.011","0.005","0.005","107931","µG/L","TIN TOTAL","ÉTAIN TOTAL","P"
"ON02GH0308","2017-08-28 12:00"," ","0.97","0.05","0.05","107933","µG/L","TITANIUM TOTAL","TITANE TOTAL","P"
"ON02GH0308","2017-08-28 12:00"," ","9.48","","","4810","NG/L","TOTAL 4-NONYLPHENOL DIETHOXYLATES","4-N-NONYLPHÉNOLS-DIÉTHOXYLÉS TOTAUX","P"
"ON02GH0308","2017-08-28 12:00"," ","6.1","","","4809","NG/L","TOTAL 4-NONYLPHENOL MONOETHOXYLATES","4-N-NONYLPHÉNOLS-MONOÉTHOXYLÉS TOTAUX","P"
"ON02GH0308","2017-08-28 12:00"," ","127","","","4323","PG/L","TOTAL DICHLORO BIPHENYLS","DICHLOROBIPHÉNYLES TOTAUX","P"
"ON02GH0308","2017-08-28 12:00"," ","0.1543","","","5073","G/L","TOTAL DISSOLVED SOLIDS (FIELD)","SOLIDES DISSOUS TOTAUX (TERRAIN)","P"
"ON02GH0308","2017-08-28 12:00"," ","76.2","","","4328","PG/L","TOTAL HEPTACHLOROBIPHENYLS (PCB 170-193)","HEPTACHLOROBIPHÉNYLES TOTAUX (BPC 170-193)","P"
"ON02GH0308","2017-08-28 12:00"," ","205","","","4327","PG/L","TOTAL HEXACHLOROBIPHENYLS (PCB 128-169)","HEXACHLOROBIPHÉNYLES TOTAUX (BPC 128-169)","P"
"ON02GH0308","2017-08-28 12:00"," ","6.47","","","4322","PG/L","TOTAL MONOCHLORO BIPHENYLS","MONOCHLOROBIPHÉNYLES TOTAUX","P"
"ON02GH0308","2017-08-28 12:00"," ","12.4","","","4329","PG/L","TOTAL OCTACHLOROBIPHENYLS (PCB 194-205)","OCTACHLOROBIPHÉNYLES TOTAUX (BPC 194-205)","P"
"ON02GH0308","2017-08-28 12:00"," ","1530","","","4333","PG/L","TOTAL PCBS","BPC TOTAUX","P"
"ON02GH0308","2017-08-28 12:00"," ","328","","","4326","PG/L","TOTAL PENTACHLOROBIPHENYLS (PCB 82-127)","PENTACHLOROBIPHÉNYLES TOTAUX (BPC 82-127)","P"
"ON02GH0308","2017-08-28 12:00"," ","3.4","","","107251","MG/L","TOTAL SUSPENDED SOLIDS (NON-FILTERABLE RESIDUE)","SOLIDES EN SUSPENSION TOTAUX (RÉSIDUS NON FILTRABLES)","P"
"ON02GH0308","2017-08-28 12:00"," ","461","","","4325","PG/L","TOTAL TETRACHLOROBIPHENYLS (PCB 40-81)","TÉTRACHLOROBIPHÉNYLES TOTAUX (BPC 40-81)","P"
"ON02GH0308","2017-08-28 12:00"," ","313","","","4324","PG/L","TOTAL TRICHLOROBIPHENYLS (PCB 16-39)","TRICHLOROBIPHÉNYLES TOTAUX (BPC 16-39)","P"
"ON02GH0308","2017-08-28 12:00","<","0.0397","0.0397","","4878","NG/L","TRANS-CHLORDANE OR BETA-CHLORDANE","TRANS-CHLORDANE OU BÉTA-CHLORDANE","P"
"ON02GH0308","2017-08-28 12:00"," ","0.033","0.001","0.001","107937","µG/L","TUNGSTEN TOTAL","TUNGSTÈNE TOTAL","P"
"ON02GH0308","2017-08-28 12:00"," ","0.265","0.0005","0.0005","107935","µG/L","URANIUM TOTAL","URANIUM TOTAL","P"
"ON02GH0308","2017-08-28 12:00"," ","0.37","0.01","0.01","107936","µG/L","VANADIUM TOTAL","VANADIUM TOTAL","P"
"ON02GH0308","2017-08-28 12:00"," ","0.039","0.001","0.001","107938","µG/L","YTTRIUM TOTAL","YTTRIUM TOTAL","P"
"ON02GH0308","2017-08-28 12:00"," ","1.1","0.2","0.2","107939","µG/L","ZINC TOTAL","ZINC TOTAL","P"
"ON02GH0308","2017-09-12 12:00"," ","0.651","","","4284","PG/L","1,2,3,4-TETRACHLORO-5-(3,5-DICHLOROPHENYL)BENZENE (PCB 159)","1,2,3,4-TÉTRACHLORO-5-(3,5-DICHLOROPHÉNYL)BENZÈNE (BPC 159)","P"
"ON02GH0308","2017-09-12 12:00","<","0.72","0.72","","4227","PG/L","1,2,3-TRICHLORO-4-(3-CHLOROPHENYL)BENZENE (PCB 55)","1,2,3-TRICHLORO-4-(3-CHLOROPHÉNYL)BENZÈNE (BPC 55)","P"
"ON02GH0308","2017-09-12 12:00"," ","15.2","","","4238","PG/L","1,2,4-TRICHLORO-3-(2,3-DICHLOROPHENYL)BENZENE (PCB 84)","1,2,4-TRICHLORO-3-(2,3-DICHLOROPHÉNYL)BENZÈNE (BPC 84)","P"
"ON02GH0308","2017-09-12 12:00"," ","9.69","","","4241","PG/L","1,2,5-TRICHLORO-3-(2,5-DICHLOROPHENYL)BENZENE (PCB 92)","1,2,5-TRICHLORO-3-(2,5-DICHLOROPHÉNYL)BENZÈNE (BPC 92)","P"
"ON02GH0308","2017-09-12 12:00"," ","1.86","","","4224","PG/L","1,2,5-TRICHLORO-3-(4-CHLOROPHENYL)BENZENE (PCB 63)","1,2,5-TRICHLORO-3-(4-CHLOROPHÉNYL)BENZÈNE (BPC 63)","P"
"ON02GH0308","2017-09-12 12:00"," ","9.4","","","4117","PG/L","1,2-DICHLORO-4-(4-CHLOROPHENYL)BENZENE (PCB 37)","1,2-DICHLORO-4-(4-CHLOROPHÉNYL)BENZÈNE (BPC 37)","P"
"ON02GH0308","2017-09-12 12:00"," ","4.38","","","4176","PG/L","1,2-DICHLORO-4-PHENYLBENZENE/1-CHLORO-4-(3-CHLOROPHENYL)BENZENE (PCB 12/13)","1,2-DICHLORO-4-PHÉNYLBENZÈNE/1-CHLORO-4-(3-CHLOROPHÉNYL)BENZÈNE (BPC 12/13)","P"
"ON02GH0308","2017-09-12 12:00"," ","8.37","","","4171","PG/L","1-CHLORO-3-(2-CHLOROPHENYL)BENZENE (PCB 6)","1-CHLORO-3-(2-CHLOROPHÉNYL)BENZÉENE (BPC 6)","P"
"ON02GH0308","2017-09-12 12:00","<","0.617","0.617","","4319","PG/L","2,2',3,3',4,4',5,6,6'-NONACHLOROBIPHENYL (PCB 207)","2,2',3,3',4,4',5,6,6'-NONACHLOROBIPHÉNYLE (BPC 207)","P"
"ON02GH0308","2017-09-12 12:00"," ","3.37","","","4317","PG/L","2,2,'3,3',4,4',5,6-OCTACHLOROBIPHENYL (PCB 195)","2,2,'3,3',4,4',5,6-OCTACHLOROBIPHÉNYLE (BPC 195)","P"
"ON02GH0308","2017-09-12 12:00"," ","12.9","","","4306","PG/L","2,2',3,3',4,4',5-HEPTACHLOROBIPHENYL (PCB 170)","2,2',3,3',4,4',5-HEPTACHLOROBIPHÉNYLE (BPC 170)","P"
"ON02GH0308","2017-09-12 12:00"," ","0.916","","","4135","PG/L","2,2',3,3',4,5,5',6,6'-NONACHLOROBIPHENYL (PCB 208)","2,2',3,3',4,5,5',6,6'-NONACHLOROBIPHÉNYLE (BPC 208)","P"
"ON02GH0308","2017-09-12 12:00"," ","1.02","","","4308","PG/L","2,2',3,3',4,5',6,6'-OCTACHLOROBIPHENYL (PCB 201)","2,2',3,3',4,5',6,6'-OCTACHLOROBIPHÉNYLE (BPC 201)","P"
"ON02GH0308","2017-09-12 12:00"," ","15.1","","","4295","PG/L","2,2',3,3',4,5,6'-HEPTACHLOROBIPHENYL (PCB 174)","2,2',3,3',4,5,6'-HEPTACHLOROBIPHÉNYLE (BPC 174)","P"
"ON02GH0308","2017-09-12 12:00","<","0.617","0.617","","4291","PG/L","2,2',3,3',4,5',6-HEPTACHLOROBIPHENYL (PCB 175)","2,2',3,3',4,5',6-HEPTACHLOROBIPHÉNYLE (BPC 175)","P"
"ON02GH0308","2017-09-12 12:00"," ","3.27","","","4278","PG/L","2,2',3,3',4,5'-HEXACHLOROBIPHENYL (PCB 130)","2,2',3,3',4,5'-HEXACHLOROBIPHÉNYLE (BPC 130)","P"
"ON02GH0308","2017-09-12 12:00"," ","7.01","","","4249","PG/L","2,2',3,3',4-PENTACHLOROBIPHENYL (PCB 82)","2,2',3,3',4-PENTACHLOROBIPHÉNYLE (BPC 82)","P"
"ON02GH0308","2017-09-12 12:00"," ","3.52","","","4290","PG/L","2,2',3,3',5,5',6-HEPTACHLOROBIPHENYL (PCB 178)","2,2',3,3',5,5',6-HEPTACHLOROBIPHÉNYLE (BPC 178)","P"
"ON02GH0308","2017-09-12 12:00"," ","10.1","","","4261","PG/L","2,2',3,3',6,6'-HEXACHLOROBIPHENYL (PCB 136)","2,2',3,3',6,6'-HEXACHLOROBIPHÉNYLE (BPC 136)","P"
"ON02GH0308","2017-09-12 12:00","<","0.617","0.617","","4309","PG/L","2,2',3,4,4',5,6,6'-OCTACHLOROBIPHENYL (PCB 204)","2,2',3,4,4',5,6,6'-OCTACHLOROBIPHÉNYLE (BPC 204)","P"
"ON02GH0308","2017-09-12 12:00"," ","16.6","","","4292","PG/L","2,2',3,4',5,5',6-HEPTACHLOROBIPHENYL (PCB 187)","2,2',3,4',5,5',6-HEPTACHLOROBIPHÉNYLE (PCB 187)","P"
"ON02GH0308","2017-09-12 12:00"," ","11.2","","","4277","PG/L","2,2',3,4,5,5'-HEXACHLOROBIPHENYL (PCB 141)","2,2',3,4,5,5'-HEXACHLOROBIPHÉNYLE (BPC 141)","P"
"ON02GH0308","2017-09-12 12:00"," ","11.8","","","4274","PG/L","2,2',3,4',5,5'-HEXACHLOROBIPHENYL (PCB 146)","2,2',3,4',5,5'-HEXACHLOROBIPHÉNYLE (BPC 146)","P"
"ON02GH0308","2017-09-12 12:00"," ","13.7","","","4205","PG/L","2,2',3,4'-TETRACHLOROBIPHENYL (PCB 42)","2,2',3,4'-TÉTRACHLOROBIPHÉNYLE (BPC 42)","P"
"ON02GH0308","2017-09-12 12:00"," ","4.88","","","4197","PG/L","2,2',3,6'-TETRACHLOROBIPHENYL (PCB 46)","2,2',3,6'-TÉTRACHLOROBIPHÉNYLE (BPC 46)","P"
"ON02GH0308","2017-09-12 12:00"," ","31.9","","","4178","PG/L","2,2',4-TRICHLOROBIPHENYL (PCB 17)","2,2',4-TRICHLOROBIPHÉNYLE (BPC 17)","P"
"ON02GH0308","2017-09-12 12:00"," ","63.3","","","4198","PG/L","2,2',5,5'-TETRACHLOROBIPHENYL (PCB 52)","2,2',5,5'-TÉTRACHLOROBIPHÉNYLE (BPC 52)","P"
"ON02GH0308","2017-09-12 12:00"," ","16.2","","","4116","PG/L","2,2',6-TRICHLOROBIPHENYL (PCB 19)","2,2',6-TRICHLOROBIPHÉNYLE (BPC 19)","P"
"ON02GH0308","2017-09-12 12:00","<","0.617","0.617","","4134","PG/L","2,3,3',4,4',5,5',6-OCTACHLOROBIPHENYL (PCB 205)","2,3,3',4,4',5,5',6-OCTACHLOROBIPHÉNYLE (BPC 205)","P"
"ON02GH0308","2017-09-12 12:00","<","0.617","0.617","","4132","PG/L","2,3,3',4,4',5,5'-HEPTACHLOROBIPHENYL (PCB 189)","2,3,3',4,4',5,5'-HEPTACHLOROBIPHÉNYLE (BPC 189)","P"
"ON02GH0308","2017-09-12 12:00","<","0.617","0.617","","4305","PG/L","2,3,3',4,4',5',6-HEPTACHLOROBIPHENYL (PCB 191)","2,3,3',4,4',5',6-HEPTACHLOROBIPHÉNYLE (BPC 191)","P"
"ON02GH0308","2017-09-12 12:00"," ","3.59","","","4255","PG/L","2,3,3',4',5-PENTACHLOROBIPHENYL (PCB 107)","2,3,3',4',5-PENTACHLOROBIPHÉNYLE (BPC 107)","P"
"ON02GH0308","2017-09-12 12:00"," ","18.4","","","4125","PG/L","2,3,3'4,4'-PENTACHLOROBIPHENYL (PCB 105)","2,3,3'4,4'-PENTACHLOROBIPHÉNYLE (BPC 105)","P"
"ON02GH0308","2017-09-12 12:00"," ","39.4","","","4123","PG/L","2,3',4,4',5-PENTACHLOROBIPHENYL (PCB 118)","2,3',4,4',5-PENTACHLOROBIPHÉNYLE (PCB 118)","P"
"ON02GH0308","2017-09-12 12:00"," ","18.8","","","4190","PG/L","2,3,4'-TRICHLOROBIPHENYL (PCB 22)","2,3,4'-TRICHLOROBIPHÉNYLE (BPC 22)","P"
"ON02GH0308","2017-09-12 12:00"," ","31.9","","","4226","PG/L","2,3'4,4'-TETRACHLOROBIPHENYL (PCB 66)","2,3'4,4'-TÉTRACHLOROBIPHÉNYLE (BPC 66)","P"
"ON02GH0308","2017-09-12 12:00"," ","51.3","","","4187","PG/L","2,4',5-TRICHLOROBIPHENYL (PCB 31)","2,4',5-TRICHLOROBIPHÉNYLE (BPC 31)","P"
"ON02GH0308","2017-09-12 12:00"," ","25.3","","","4173","PG/L","2,4'-DICHLOROBIPHENYL (PCB 8)","2,4'-DICHLOROBIPHÉNYLE (BPC 8)","P"
"ON02GH0308","2017-09-12 12:00"," ","3.27","","","4112","PG/L","2-CHLOROBIPHENYL (PCB 1)","2-CHLOROBIPHÉNYLE (BPC 1)","P"
"ON02GH0308","2017-09-12 12:00","<","0.617","0.617","","4130","PG/L","3,3',4,4',5,5'-HEXACHLOROBIPHENYL (PCB 169)","3,3',4,4',5,5'-HEXACHLOROBIPHÉNYLE (BPC 169)","P"
"ON02GH0308","2017-09-12 12:00","<","0.617","0.617","","4126","PG/L","3,3',4,4'5-PENTACHLOROBIPHENYL (PCB 126)","3,3',4,4'5-PENTACHLOROBIPHÉNYLE (BPC 126)","P"
"ON02GH0308","2017-09-12 12:00"," ","3.45","","","4120","PG/L","3,3'4,4'-TETRACHLOROBIPHENYL (PCB 77)","3,3'4,4'-TÉTRACHLOROBIPHÉNYLE (BPC 77)","P"
"ON02GH0308","2017-09-12 12:00","<","0.756","0.756","","4119","PG/L","3,4,4',5-TETRACHLOROBIPHENYL (PCB 81)","3,4,4',5-TÉTRACHLOROBIPHÉNYLE (BPC 81)","P"
"ON02GH0308","2017-09-12 12:00","<","1.61","1.61","","4174","PG/L","3,5-DICHLOROBIPHENYL (PCB 14)","3,5-DICHLOROBIPHÉNYL (BPC 14)","P"
"ON02GH0308","2017-09-12 12:00"," ","16.8","","","4808","NG/L","4-NONYLPHENOL TOTAL","4-NONYLPHÉNOL TOTAL","P"
"ON02GH0308","2017-09-12 12:00","<","0.0454","0.0454","","4875","NG/L","ALDRIN","ALDRINE","P"
"ON02GH0308","2017-09-12 12:00","<","0.0454","0.0454","","4879","NG/L","ALPHA-CHLORDANE","ALPHA-CHLORDANE","P"
"ON02GH0308","2017-09-12 12:00"," ","48.1","0.5","0.5","107905","µG/L","ALUMINUM TOTAL","ALUMINIUM TOTAL","P"
"ON02GH0308","2017-09-12 12:00"," ","0.118","0.001","0.001","107929","µG/L","ANTIMONY TOTAL","ANTIMOINE TOTAL","P"
"ON02GH0308","2017-09-12 12:00"," ","0.67","0.01","0.01","107906","µG/L","ARSENIC  TOTAL","ARSENIC  TOTAL","P"
"ON02GH0308","2017-09-12 12:00"," ","17","0.05","0.05","107908","µG/L","BARIUM TOTAL","BARYUM TOTAL","P"
"ON02GH0308","2017-09-12 12:00"," ","0.003","0.001","0.001","107909","µG/L","BERYLLIUM TOTAL","BÉRYLLIUM TOTAL","P"
"ON02GH0308","2017-09-12 12:00","<","0.0532","0.0532","","4873","NG/L","BETA-BENZENEHEXACHLORIDE OR GAMMA-HEXACHLOROCYCLOHEXANE","BÉTA-HEXACHLORURE DE BENZÈNE OU GAMMA-HEXACHLOROCYCLOHEXANE","P"
"ON02GH0308","2017-09-12 12:00","<","0.0675","0.0675","","4872","NG/L","BETA-HEXACHLOROCYCLOHEXANE (BETA-HCH OR BETA-BHC)","BÉTA-HEXACHLOROCYCLOHEXANE (BÉTA-HCH OU BÉTA-BHC)","P"
"ON02GH0308","2017-09-12 12:00"," ","0.002","0.001","0.001","107910","µG/L","BISMUTH TOTAL","BISMUTH TOTAL","P"
"ON02GH0308","2017-09-12 12:00"," ","18.6","0.5","0.5","107907","µG/L","BORON TOTAL","BORE  TOTAL","P"
"ON02GH0308","2017-09-12 12:00"," ","0.005","0.001","0.001","107911","µG/L","CADMIUM TOTAL","CADMIUM TOTAL","P"
"ON02GH0308","2017-09-12 12:00"," ","0.108","0.001","0.001","107912","µG/L","CERIUM TOTAL","CÉRIUM TOTAL","P"
"ON02GH0308","2017-09-12 12:00"," ","0.028","0.001","0.001","107915","µG/L","CESIUM TOTAL","CÉSIUM TOTAL","P"
"ON02GH0308","2017-09-12 12:00"," ","0.24","0.02","0.02","107914","µG/L","CHROMIUM TOTAL","CHROME TOTAL","P"
"ON02GH0308","2017-09-12 12:00","<","0.0454","0.0454","","4881","NG/L","CIS-NONACHLOR","CIS-NONACHLOR","P"
"ON02GH0308","2017-09-12 12:00"," ","1.8","","","4167","PG/L","CL1-PCB 2","CL1-BPC 2","P"
"ON02GH0308","2017-09-12 12:00"," ","3.08","","","4113","PG/L","CL1-PCB-3","CL1-BPC-3","P"
"ON02GH0308","2017-09-12 12:00"," ","23.7","","","4175","PG/L","CL2-PCB-11","CL2-BPC-11","P"
"ON02GH0308","2017-09-12 12:00"," ","12.6","","","4115","PG/L","CL2-PCB-15","CL2-BPC-15","P"
"ON02GH0308","2017-09-12 12:00"," ","51.9","","","4114","PG/L","CL2-PCB-4","CL2-BPC-4","P"
"ON02GH0308","2017-09-12 12:00"," ","2.15","","","4170","PG/L","CL2-PCB-7","CL2-BPC-7","P"
"ON02GH0308","2017-09-12 12:00"," ","2.25","","","4169","PG/L","CL2-PCB-9","CL2-BPC-9","P"
"ON02GH0308","2017-09-12 12:00"," ","24.5","","","4181","PG/L","CL3-PCB-16","CL3-BPC-16","P"
"ON02GH0308","2017-09-12 12:00"," ","24.1","","","4189","PG/L","CL3-PCB-21/33","CL3-BPC-21/33","P"
"ON02GH0308","2017-09-12 12:00","<","0.617","0.617","","4184","PG/L","CL3-PCB-23","CL3-BPC-23","P"
"ON02GH0308","2017-09-12 12:00"," ","9.99","","","4186","PG/L","CL3-PCB-25","CL3-BPC-25","P"
"ON02GH0308","2017-09-12 12:00"," ","14.6","","","4185","PG/L","CL3-PCB-26/29","CL3-BPC-26/29","P"
"ON02GH0308","2017-09-12 12:00"," ","61.2","","","4188","PG/L","CL3-PCB-28/20","CL3-BPC-28/20","P"
"ON02GH0308","2017-09-12 12:00"," ","56.4","","","4177","PG/L","CL3-PCB-30/18","CL3-BPC-30/18","P"
"ON02GH0308","2017-09-12 12:00"," ","20.4","","","4182","PG/L","CL3-PCB-32","CL3-BPC-32","P"
"ON02GH0308","2017-09-12 12:00","<","0.617","0.617","","4183","PG/L","CL3-PCB-34","CL3-BPC-34","P"
"ON02GH0308","2017-09-12 12:00","<","0.617","0.617","","4194","PG/L","CL3-PCB-35","CL3-BPC-35","P"
"ON02GH0308","2017-09-12 12:00","<","0.617","0.617","","4191","PG/L","CL3-PCB-36","CL3-BPC-36","P"
"ON02GH0308","2017-09-12 12:00","<","0.617","0.617","","4193","PG/L","CL3-PCB-38","CL3-BPC-38","P"
"ON02GH0308","2017-09-12 12:00","<","0.617","0.617","","4192","PG/L","CL3-PCB-39","CL3-BPC-39","P"
"ON02GH0308","2017-09-12 12:00"," ","30.8","","","4206","PG/L","CL4-PCB-41/40/71","CL4-BPC-41/40/71","P"
"ON02GH0308","2017-09-12 12:00"," ","2.68","","","4200","PG/L","CL4-PCB-43","CL4-BPC-43","P"
"ON02GH0308","2017-09-12 12:00"," ","73.9","","","4203","PG/L","CL4-PCB-44/47/65","CL4-BPC-44/47/65","P"
"ON02GH0308","2017-09-12 12:00"," ","28.3","","","4196","PG/L","CL4-PCB-45/51","CL4-BPC-45/51","P"
"ON02GH0308","2017-09-12 12:00"," ","19.3","","","4195","PG/L","CL4-PCB-50/53","CL4-BPC-50/53","P"
"ON02GH0308","2017-09-12 12:00"," ","3.03","","","4118","PG/L","CL4-PCB-54","CL4-BPC-54","P"
"ON02GH0308","2017-09-12 12:00"," ","19","","","4228","PG/L","CL4-PCB-56","CL4-BPC-56","P"
"ON02GH0308","2017-09-12 12:00","<","0.644","0.644","","4210","PG/L","CL4-PCB-57","CL4-BPC-57","P"
"ON02GH0308","2017-09-12 12:00","<","0.681","0.681","","4211","PG/L","CL4-PCB-58","CL4-BPC-58","P"
"ON02GH0308","2017-09-12 12:00"," ","9.36","","","4229","PG/L","CL4-PCB-60","CL4-BPC-60","P"
"ON02GH0308","2017-09-12 12:00"," ","70.9","","","4225","PG/L","CL4-PCB-61/70/74/76","CL4-BPC-61/70/74/76","P"
"ON02GH0308","2017-09-12 12:00"," ","22.1","","","4207","PG/L","CL4-PCB-64","CL4-BPC-64","P"
"ON02GH0308","2017-09-12 12:00"," ","40.1","","","4201","PG/L","CL4-PCB-69/49","CL4-BPC-69/49","P"
"ON02GH0308","2017-09-12 12:00","<","0.624","0.624","","4208","PG/L","CL4-PCB-72","CL4-BPC-72","P"
"ON02GH0308","2017-09-12 12:00","<","0.717","0.717","","4232","PG/L","CL4-PCB-78","CL4-BPC-78","P"
"ON02GH0308","2017-09-12 12:00","<","0.617","0.617","","4231","PG/L","CL4-PCB-79","CL4-BPC-79","P"
"ON02GH0308","2017-09-12 12:00","<","0.669","0.669","","4230","PG/L","CL4-PCB-80","CL4-BPC-80","P"
"ON02GH0308","2017-09-12 12:00","<","0.617","0.617","","4121","PG/L","CL5-PCB-104","CL5-BPC-104","P"
"ON02GH0308","2017-09-12 12:00","<","0.617","0.617","","4256","PG/L","CL5-PCB-106","CL5-BPC-106","P"
"ON02GH0308","2017-09-12 12:00"," ","51.4","","","4248","PG/L","CL5-PCB-110/115","CL5-BPC-110/115","P"
"ON02GH0308","2017-09-12 12:00","<","0.617","0.617","","4250","PG/L","CL5-PCB-111","CL5-BPC-111","P"
"ON02GH0308","2017-09-12 12:00","<","0.617","0.617","","4244","PG/L","CL5-PCB-112","CL5-BPC-112","P"
"ON02GH0308","2017-09-12 12:00"," ","54.7","","","4242","PG/L","CL5-PCB-113/90/101","CL5-BPC-113/90/101","P"
"ON02GH0308","2017-09-12 12:00"," ","9.94","","","4247","PG/L","CL5-PCB-117/116/85","CL5-BPC-117/116/85","P"
"ON02GH0308","2017-09-12 12:00","<","0.617","0.617","","4251","PG/L","CL5-PCB-120","CL5-BPC-120","P"
"ON02GH0308","2017-09-12 12:00","<","0.617","0.617","","4240","PG/L","CL5-PCB-121","CL5-BPC-121","P"
"ON02GH0308","2017-09-12 12:00","<","0.617","0.617","","4257","PG/L","CL5-PCB-122","CL5-BPC-122","P"
"ON02GH0308","2017-09-12 12:00","<","0.617","0.617","","4258","PG/L","CL5-PCB-127","CL5-BPC-127","P"
"ON02GH0308","2017-09-12 12:00"," ","28.7","","","4243","PG/L","CL5-PCB-83/99","CL5-BPC-83/99","P"
"ON02GH0308","2017-09-12 12:00"," ","11.5","","","4237","PG/L","CL5-PCB-88/91","CL5-BPC-88/91","P"
"ON02GH0308","2017-09-12 12:00"," ","6.28","","","4283","PG/L","CL6-PCB-128/166","CL6-BPC-128/166","P"
"ON02GH0308","2017-09-12 12:00"," ","1.56","","","4272","PG/L","CL6-PCB-133","CL6-BPC-133","P"
"ON02GH0308","2017-09-12 12:00"," ","4.07","","","4267","PG/L","CL6-PCB-134/143","CL6-BPC-134/143","P"
"ON02GH0308","2017-09-12 12:00"," ","50.2","","","4281","PG/L","CL6-PCB-138/163/129/160","CL6-BPC-138/163/129/160","P"
"ON02GH0308","2017-09-12 12:00","<","0.617","0.617","","4270","PG/L","CL6-PCB-142","CL6-BPC-142","P"
"ON02GH0308","2017-09-12 12:00","<","0.617","0.617","","4262","PG/L","CL6-PCB-145","CL6-BPC-145","P"
"ON02GH0308","2017-09-12 12:00"," ","59.5","","","4266","PG/L","CL6-PCB-147/149","CL6-BPC-147/149","P"
"ON02GH0308","2017-09-12 12:00","<","0.617","0.617","","4263","PG/L","CL6-PCB-148","CL6-BPC-148","P"
"ON02GH0308","2017-09-12 12:00","<","0.617","0.617","","4260","PG/L","CL6-PCB-150","CL6-BPC-150","P"
"ON02GH0308","2017-09-12 12:00"," ","27.6","","","4264","PG/L","CL6-PCB-151/135/154","CL6-BPC-151/135/154","P"
"ON02GH0308","2017-09-12 12:00","<","0.617","0.617","","4259","PG/L","CL6-PCB-152","CL6-BPC-152","P"
"ON02GH0308","2017-09-12 12:00"," ","45.2","","","4276","PG/L","CL6-PCB-153/168","CL6-BPC-153/168","P"
"ON02GH0308","2017-09-12 12:00","<","0.617","0.617","","4127","PG/L","CL6-PCB-155","CL6-BPC-155","P"
"ON02GH0308","2017-09-12 12:00","<","0.617","0.617","","4275","PG/L","CL6-PCB-161","CL6-BPC-161","P"
"ON02GH0308","2017-09-12 12:00","<","0.617","0.617","","4285","PG/L","CL6-PCB-162","CL6-BPC-162","P"
"ON02GH0308","2017-09-12 12:00"," ","3.1","","","4280","PG/L","CL6-PCB-164","CL6-BPC-164","P"
"ON02GH0308","2017-09-12 12:00","<","0.617","0.617","","4273","PG/L","CL6-PCB-165","CL6-BPC-165","P"
"ON02GH0308","2017-09-12 12:00"," ","3.18","","","4298","PG/L","CL7-PCB-171/173","CL7-BPC-171/173","P"
"ON02GH0308","2017-09-12 12:00"," ","32.8","","","4303","PG/L","CL7-PCB-180/193","CL7-BPC-180/193","P"
"ON02GH0308","2017-09-12 12:00","<","0.617","0.617","","4297","PG/L","CL7-PCB-181","CL7-BPC-181","P"
