SITE_NO,DATE_TIME_HEURE,FLAG_MARQUEUR,VALUE_VALEUR,SDL_LDE,MDL_LDM,VMV_CODE,UNIT_UNITÉ,VARIABLE,VARIABLE_FR,STATUS_STATUT
"ON02GH0302","2017-04-25 12:00"," ","0.9","0.02","0.02","107924","µG/L","NICKEL  TOTAL","NICKEL  TOTAL","P"
"ON02GH0302","2017-04-25 12:00"," ","0.008","0.002","0.002","107923","µG/L","NIOBIUM TOTAL","NIOBIUM TOTAL","P"
"ON02GH0302","2017-04-25 12:00","<","0.178","0.178","","4884","NG/L","O,P'-DDD (MITOTANE) (2,4'-DDD)","O,P'-DDD (MITOTANE) (2,4'-DDD)","P"
"ON02GH0302","2017-04-25 12:00","<","0.0512","0.0512","","4882","NG/L","O,P'-DDE (2,4'-DDE)","O,P'-DDE (2,4'-DDE)","P"
"ON02GH0302","2017-04-25 12:00","<","0.585","0.585","","4886","NG/L","O,P'-DDT (2,4'-DDT)","O,P'-DDT (2,4'-DDT)","P"
"ON02GH0302","2017-04-25 12:00","<","0.105","0.105","","4811","NG/L","OCTYLPHENOL","OCTYLPHÉNOL","P"
"ON02GH0302","2017-04-25 12:00","<","0.0403","0.0403","","4876","NG/L","OXYCHLORDANE","OXYCHLORDANE","P"
"ON02GH0302","2017-04-25 12:00"," ","10.82","","","110002","MG/L","OXYGEN DISSOLVED","OXYGÈNE DISSOUS","P"
"ON02GH0302","2017-04-25 12:00"," ","97.2","","","110003","% SAT","OXYGEN DISSOLVED % SATURATION","OXYGÈNE DISSOUS % SATURATION","P"
"ON02GH0302","2017-04-25 12:00","<","0.0587","0.0587","","4883","NG/L","P,P'-DDE (4,4'-DDE)","P,P'-DDE (4,4'-DDE)","P"
"ON02GH0302","2017-04-25 12:00","<","0.712","0.712","","4887","NG/L","P,P'-DDT (4,4'-DDT)","P,P'-DDT (4,4'-DDT)","P"
"ON02GH0302","2017-04-25 12:00","<","0.213","0.213","","4885","NG/L","P,P'-DICHLORODIPHENYL DICHLOROETHANE (P,P'-DDD) OR 1,2-DIPHENYL TETRACHLOROETHANE (4,4'-DDD)","P,P'-DICHLORODIPHÉNYL DICHLOROÉTHANE (P,P'-DDD) OU 1,2-DIPHÉNYL TÉTRACHLOROÉTHANE (4,4'-DDD)","P"
"ON02GH0302","2017-04-25 12:00","<","0.201","0.201","","4915","NG/L","P,P'-METHOXYCHLOR (METHOXYCHLOR)","P,P'-MÉTHOXYCHLORE (MÉTHOXYCHLORE)","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4234","PG/L","PCB 103","BPC 103","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4307","PG/L","PCB 190","BPC 190","P"
"ON02GH0302","2017-04-25 12:00","<","0.702","0.702","","4172","PG/L","PCB 5","BPC 5","P"
"ON02GH0302","2017-04-25 12:00"," ","4.71","","","4246","PG/L","PCB-109/119/86/97/125/87","BPC-109/119/86/97/125/87","P"
"ON02GH0302","2017-04-25 12:00"," ","8.22","","","109026","PH","PH (FIELD)","PH (TERRAIN)","P"
"ON02GH0302","2017-04-25 12:00","<","0.001","0.001","0.001","107927","µG/L","PLATINUM TOTAL","PLATINE TOTAL","P"
"ON02GH0302","2017-04-25 12:00"," ","742.5","","","5075","MM HG","PRESSURE (FIELD)","PRESSION (TERRAIN)","P"
"ON02GH0302","2017-04-25 12:00"," ","1.13","0.001","0.001","107928","µG/L","RUBIDIUM TOTAL","RUBIDIUM TOTAL","P"
"ON02GH0302","2017-04-25 12:00"," ","0.12","","","5074","PPT","SALINITY (FIELD)","SALINITÉ (TERRAIN)","P"
"ON02GH0302","2017-04-25 12:00"," ","0.18","0.01","0.01","107930","µG/L","SELENIUM TOTAL","SÉLÉNIUM TOTAL","P"
"ON02GH0302","2017-04-25 12:00","<","0.001","0.001","0.001","107904","µG/L","SILVER TOTAL","ARGENT TOTAL","P"
"ON02GH0302","2017-04-25 12:00"," ","115","0.05","0.05","107932","µG/L","STRONTIUM TOTAL","STRONTIUM TOTAL","P"
"ON02GH0302","2017-04-25 12:00"," ","10.5","","","109028","DEG C","TEMPERATURE WATER (FIELD)","TEMPÉRATURE DE L'EAU (TERRAIN)","P"
"ON02GH0302","2017-04-25 12:00"," ","0.008","0.001","0.001","107934","µG/L","THALLIUM TOTAL","THALLIUM TOTAL","P"
"ON02GH0302","2017-04-25 12:00","<","0.005","0.005","0.005","107931","µG/L","TIN TOTAL","ÉTAIN TOTAL","P"
"ON02GH0302","2017-04-25 12:00"," ","4.14","0.05","0.05","107933","µG/L","TITANIUM TOTAL","TITANE TOTAL","P"
"ON02GH0302","2017-04-25 12:00","<","1.41","1.41","","4810","NG/L","TOTAL 4-NONYLPHENOL DIETHOXYLATES","4-N-NONYLPHÉNOLS-DIÉTHOXYLÉS TOTAUX","P"
"ON02GH0302","2017-04-25 12:00","<","1.04","1.04","","4809","NG/L","TOTAL 4-NONYLPHENOL MONOETHOXYLATES","4-N-NONYLPHÉNOLS-MONOÉTHOXYLÉS TOTAUX","P"
"ON02GH0302","2017-04-25 12:00"," ","49.1","","","4323","PG/L","TOTAL DICHLORO BIPHENYLS","DICHLOROBIPHÉNYLES TOTAUX","P"
"ON02GH0302","2017-04-25 12:00"," ","0.1612","","","5073","G/L","TOTAL DISSOLVED SOLIDS (FIELD)","SOLIDES DISSOUS TOTAUX (TERRAIN)","P"
"ON02GH0302","2017-04-25 12:00"," ","2.7","","","4328","PG/L","TOTAL HEPTACHLOROBIPHENYLS (PCB 170-193)","HEPTACHLOROBIPHÉNYLES TOTAUX (BPC 170-193)","P"
"ON02GH0302","2017-04-25 12:00"," ","19.4","","","4327","PG/L","TOTAL HEXACHLOROBIPHENYLS (PCB 128-169)","HEXACHLOROBIPHÉNYLES TOTAUX (BPC 128-169)","P"
"ON02GH0302","2017-04-25 12:00"," ","2.74","","","4322","PG/L","TOTAL MONOCHLORO BIPHENYLS","MONOCHLOROBIPHÉNYLES TOTAUX","P"
"ON02GH0302","2017-04-25 12:00"," ","1.85","","","4331","PG/L","TOTAL NONACHLOROBIPHENYLS (PCB 206-208)","NONACHLOROBIPHÉNYLES TOTAUX (BPC 206-208)","P"
"ON02GH0302","2017-04-25 12:00"," ","0.907","","","4329","PG/L","TOTAL OCTACHLOROBIPHENYLS (PCB 194-205)","OCTACHLOROBIPHÉNYLES TOTAUX (BPC 194-205)","P"
"ON02GH0302","2017-04-25 12:00"," ","208","","","4333","PG/L","TOTAL PCBS","BPC TOTAUX","P"
"ON02GH0302","2017-04-25 12:00"," ","34.7","","","4326","PG/L","TOTAL PENTACHLOROBIPHENYLS (PCB 82-127)","PENTACHLOROBIPHÉNYLES TOTAUX (BPC 82-127)","P"
"ON02GH0302","2017-04-25 12:00"," ","25.9","","","107251","MG/L","TOTAL SUSPENDED SOLIDS (NON-FILTERABLE RESIDUE)","SOLIDES EN SUSPENSION TOTAUX (RÉSIDUS NON FILTRABLES)","P"
"ON02GH0302","2017-04-25 12:00"," ","57.5","","","4325","PG/L","TOTAL TETRACHLOROBIPHENYLS (PCB 40-81)","TÉTRACHLOROBIPHÉNYLES TOTAUX (BPC 40-81)","P"
"ON02GH0302","2017-04-25 12:00"," ","37.3","","","4324","PG/L","TOTAL TRICHLOROBIPHENYLS (PCB 16-39)","TRICHLOROBIPHÉNYLES TOTAUX (BPC 16-39)","P"
"ON02GH0302","2017-04-25 12:00","<","0.0403","0.0403","","4878","NG/L","TRANS-CHLORDANE OR BETA-CHLORDANE","TRANS-CHLORDANE OU BÉTA-CHLORDANE","P"
"ON02GH0302","2017-04-25 12:00"," ","0.051","","","4880","NG/L","TRANS-NONACHLOR","TRANS-NONACHLOR","P"
"ON02GH0302","2017-04-25 12:00"," ","0.014","0.001","0.001","107937","µG/L","TUNGSTEN TOTAL","TUNGSTÈNE TOTAL","P"
"ON02GH0302","2017-04-25 12:00"," ","0.414","0.0005","0.0005","107935","µG/L","URANIUM TOTAL","URANIUM TOTAL","P"
"ON02GH0302","2017-04-25 12:00"," ","0.55","0.01","0.01","107936","µG/L","VANADIUM TOTAL","VANADIUM TOTAL","P"
"ON02GH0302","2017-04-25 12:00"," ","0.171","0.001","0.001","107938","µG/L","YTTRIUM TOTAL","YTTRIUM TOTAL","P"
"ON02GH0302","2017-04-25 12:00"," ","1.6","0.2","0.2","107939","µG/L","ZINC TOTAL","ZINC TOTAL","P"
"ON02GH0302","2017-05-08 12:00","<","0.623","0.623","","4284","PG/L","1,2,3,4-TETRACHLORO-5-(3,5-DICHLOROPHENYL)BENZENE (PCB 159)","1,2,3,4-TÉTRACHLORO-5-(3,5-DICHLOROPHÉNYL)BENZÈNE (BPC 159)","P"
"ON02GH0302","2017-05-08 12:00","<","0.623","0.623","","4227","PG/L","1,2,3-TRICHLORO-4-(3-CHLOROPHENYL)BENZENE (PCB 55)","1,2,3-TRICHLORO-4-(3-CHLOROPHÉNYL)BENZÈNE (BPC 55)","P"
"ON02GH0302","2017-05-08 12:00"," ","9.49","","","4238","PG/L","1,2,4-TRICHLORO-3-(2,3-DICHLOROPHENYL)BENZENE (PCB 84)","1,2,4-TRICHLORO-3-(2,3-DICHLOROPHÉNYL)BENZÈNE (BPC 84)","P"
"ON02GH0302","2017-05-08 12:00"," ","7.14","","","4241","PG/L","1,2,5-TRICHLORO-3-(2,5-DICHLOROPHENYL)BENZENE (PCB 92)","1,2,5-TRICHLORO-3-(2,5-DICHLOROPHÉNYL)BENZÈNE (BPC 92)","P"
"ON02GH0302","2017-05-08 12:00"," ","0.881","","","4224","PG/L","1,2,5-TRICHLORO-3-(4-CHLOROPHENYL)BENZENE (PCB 63)","1,2,5-TRICHLORO-3-(4-CHLOROPHÉNYL)BENZÈNE (BPC 63)","P"
"ON02GH0302","2017-05-08 12:00"," ","7.34","","","4117","PG/L","1,2-DICHLORO-4-(4-CHLOROPHENYL)BENZENE (PCB 37)","1,2-DICHLORO-4-(4-CHLOROPHÉNYL)BENZÈNE (BPC 37)","P"
"ON02GH0302","2017-05-08 12:00","<","2.98","2.98","","4176","PG/L","1,2-DICHLORO-4-PHENYLBENZENE/1-CHLORO-4-(3-CHLOROPHENYL)BENZENE (PCB 12/13)","1,2-DICHLORO-4-PHÉNYLBENZÈNE/1-CHLORO-4-(3-CHLOROPHÉNYL)BENZÈNE (BPC 12/13)","P"
"ON02GH0302","2017-05-08 12:00","<","2.84","2.84","","4171","PG/L","1-CHLORO-3-(2-CHLOROPHENYL)BENZENE (PCB 6)","1-CHLORO-3-(2-CHLOROPHÉNYL)BENZÉENE (BPC 6)","P"
"ON02GH0302","2017-05-08 12:00"," ","3.32","","","4136","PG/L","2,2',3,3',4,4',5,5',6-NONACHLOROBIPHENYL (PCB 206)","2,2',3,3',4,4',5,5',6-NONACHLOROBIPHÉNYLE (BPC 206)","P"
"ON02GH0302","2017-05-08 12:00"," ","1.66","","","4299","PG/L","2,2',3,3',4,5,5'-HEPTACHLOROBIPHENYL (PCB 172)","2,2',3,3',4,5,5'-HEPTACHLOROBIPHÉNYLE (BPC 172)","P"
"ON02GH0302","2017-05-08 12:00","<","0.623","0.623","","4308","PG/L","2,2',3,3',4,5',6,6'-OCTACHLOROBIPHENYL (PCB 201)","2,2',3,3',4,5',6,6'-OCTACHLOROBIPHÉNYLE (BPC 201)","P"
"ON02GH0302","2017-05-08 12:00"," ","5.07","","","4295","PG/L","2,2',3,3',4,5,6'-HEPTACHLOROBIPHENYL (PCB 174)","2,2',3,3',4,5,6'-HEPTACHLOROBIPHÉNYLE (BPC 174)","P"
"ON02GH0302","2017-05-08 12:00","<","0.623","0.623","","4291","PG/L","2,2',3,3',4,5',6-HEPTACHLOROBIPHENYL (PCB 175)","2,2',3,3',4,5',6-HEPTACHLOROBIPHÉNYLE (BPC 175)","P"
"ON02GH0302","2017-05-08 12:00"," ","2.81","","","4296","PG/L","2,2',3,3',4,5',6'-HEPTACHLOROBIPHENYL (PCB 177)","2,2',3,3',4,5',6'-HEPTACHLOROBIPHÉNYLE (BPC 177)","P"
"ON02GH0302","2017-05-08 12:00"," ","1.69","","","4278","PG/L","2,2',3,3',4,5'-HEXACHLOROBIPHENYL (PCB 130)","2,2',3,3',4,5'-HEXACHLOROBIPHÉNYLE (BPC 130)","P"
"ON02GH0302","2017-05-08 12:00","<","0.623","0.623","","4288","PG/L","2,2',3,3',4,6,6'-HEPTACHLOROBIPHENYL (PCB 176)","2,2',3,3',4,6,6'-HEPTACHLOROBIPHÉNYLE (BPC 176)","P"
"ON02GH0302","2017-05-08 12:00","<","0.74","0.74","","4269","PG/L","2,2',3,3',4,6-HEXACHLOROBIPHENYL (PCB 131)","2,2',3,3',4,6-HEXACHLOROBIPHÉNYLE (BPC 131)","P"
"ON02GH0302","2017-05-08 12:00"," ","8.02","","","4271","PG/L","2,2',3,3',4,6'-HEXACHLOROBIPHENYL (PCB 132)","2,2',3,3',4,6'-HEXACHLOROBIPHÉNYLE (BPC 132)","P"
"ON02GH0302","2017-05-08 12:00"," ","1.24","","","4290","PG/L","2,2',3,3',5,5',6-HEPTACHLOROBIPHENYL (PCB 178)","2,2',3,3',5,5',6-HEPTACHLOROBIPHÉNYLE (BPC 178)","P"
"ON02GH0302","2017-05-08 12:00"," ","3.97","","","4261","PG/L","2,2',3,3',6,6'-HEXACHLOROBIPHENYL (PCB 136)","2,2',3,3',6,6'-HEXACHLOROBIPHÉNYLE (BPC 136)","P"
"ON02GH0302","2017-05-08 12:00","<","0.623","0.623","","4309","PG/L","2,2',3,4,4',5,6,6'-OCTACHLOROBIPHENYL (PCB 204)","2,2',3,4,4',5,6,6'-OCTACHLOROBIPHÉNYLE (BPC 204)","P"
"ON02GH0302","2017-05-08 12:00"," ","6.99","","","4292","PG/L","2,2',3,4',5,5',6-HEPTACHLOROBIPHENYL (PCB 187)","2,2',3,4',5,5',6-HEPTACHLOROBIPHÉNYLE (PCB 187)","P"
"ON02GH0302","2017-05-08 12:00"," ","3.52","","","4277","PG/L","2,2',3,4,5,5'-HEXACHLOROBIPHENYL (PCB 141)","2,2',3,4,5,5'-HEXACHLOROBIPHÉNYLE (BPC 141)","P"
"ON02GH0302","2017-05-08 12:00"," ","4.27","","","4274","PG/L","2,2',3,4',5,5'-HEXACHLOROBIPHENYL (PCB 146)","2,2',3,4',5,5'-HEXACHLOROBIPHÉNYLE (BPC 146)","P"
"ON02GH0302","2017-05-08 12:00"," ","4.91","","","4205","PG/L","2,2',3,4'-TETRACHLOROBIPHENYL (PCB 42)","2,2',3,4'-TÉTRACHLOROBIPHÉNYLE (BPC 42)","P"
"ON02GH0302","2017-05-08 12:00"," ","0.769","","","4197","PG/L","2,2',3,6'-TETRACHLOROBIPHENYL (PCB 46)","2,2',3,6'-TÉTRACHLOROBIPHÉNYLE (BPC 46)","P"
"ON02GH0302","2017-05-08 12:00"," ","4.89","","","4178","PG/L","2,2',4-TRICHLOROBIPHENYL (PCB 17)","2,2',4-TRICHLOROBIPHÉNYLE (BPC 17)","P"
"ON02GH0302","2017-05-08 12:00"," ","33.4","","","4198","PG/L","2,2',5,5'-TETRACHLOROBIPHENYL (PCB 52)","2,2',5,5'-TÉTRACHLOROBIPHÉNYLE (BPC 52)","P"
"ON02GH0302","2017-05-08 12:00","<","0.623","0.623","","4134","PG/L","2,3,3',4,4',5,5',6-OCTACHLOROBIPHENYL (PCB 205)","2,3,3',4,4',5,5',6-OCTACHLOROBIPHÉNYLE (BPC 205)","P"
"ON02GH0302","2017-05-08 12:00","<","0.623","0.623","","4132","PG/L","2,3,3',4,4',5,5'-HEPTACHLOROBIPHENYL (PCB 189)","2,3,3',4,4',5,5'-HEPTACHLOROBIPHÉNYLE (BPC 189)","P"
"ON02GH0302","2017-05-08 12:00","<","0.623","0.623","","4305","PG/L","2,3,3',4,4',5',6-HEPTACHLOROBIPHENYL (PCB 191)","2,3,3',4,4',5',6-HEPTACHLOROBIPHÉNYLE (BPC 191)","P"
"ON02GH0302","2017-05-08 12:00"," ","2.96","","","4129","PG/L","2,3,3',4,4',5'-HEXACHLOROBIPHENYL/2,3,3',4,4',5'-HEXACHLOROBIPHENYL (PCB 156/157)","2,3,3',4,4',5-HEXACHLOROBIPHÉNYLE/2,3,3',4,4',5'-HEXACHLOROBIPHÉNYLE (BPC 156/157)","P"
"ON02GH0302","2017-05-08 12:00"," ","9.63","","","4125","PG/L","2,3,3'4,4'-PENTACHLOROBIPHENYL (PCB 105)","2,3,3'4,4'-PENTACHLOROBIPHÉNYLE (BPC 105)","P"
"ON02GH0302","2017-05-08 12:00"," ","1.12","","","4128","PG/L","2,3',4,4',5,5'-HEXACHLOROBIPHENYL (PCB 167)","2,3',4,4',5,5'-HEXACHLOROBIPHÉNYLE (PCB 167)","P"
"ON02GH0302","2017-05-08 12:00"," ","0.671","","","4124","PG/L","2,3,4,4',5-PENTACHLOROBIPHENYL (PCB 114)","2,3,4,4',5-PENTACHLOROBIPHÉNYLE (BPC 114)","P"
"ON02GH0302","2017-05-08 12:00"," ","21.1","","","4123","PG/L","2,3',4,4',5-PENTACHLOROBIPHENYL (PCB 118)","2,3',4,4',5-PENTACHLOROBIPHÉNYLE (PCB 118)","P"
"ON02GH0302","2017-05-08 12:00","<","0.628","0.628","","4122","PG/L","2',3,4,4',5-PENTACHLOROBIPHENYL (PCB 123)","2',3,4,4',5-PENTACHLOROBIPHÉNYLE (BPC 123)","P"
"ON02GH0302","2017-05-08 12:00"," ","6.11","","","4190","PG/L","2,3,4'-TRICHLOROBIPHENYL (PCB 22)","2,3,4'-TRICHLOROBIPHÉNYLE (BPC 22)","P"
"ON02GH0302","2017-05-08 12:00"," ","18.6","","","4226","PG/L","2,3'4,4'-TETRACHLOROBIPHENYL (PCB 66)","2,3'4,4'-TÉTRACHLOROBIPHÉNYLE (BPC 66)","P"
"ON02GH0302","2017-05-08 12:00"," ","15.8","","","4187","PG/L","2,4',5-TRICHLOROBIPHENYL (PCB 31)","2,4',5-TRICHLOROBIPHÉNYLE (BPC 31)","P"
"ON02GH0302","2017-05-08 12:00"," ","2.27","","","4112","PG/L","2-CHLOROBIPHENYL (PCB 1)","2-CHLOROBIPHÉNYLE (BPC 1)","P"
"ON02GH0302","2017-05-08 12:00","<","0.623","0.623","","4130","PG/L","3,3',4,4',5,5'-HEXACHLOROBIPHENYL (PCB 169)","3,3',4,4',5,5'-HEXACHLOROBIPHÉNYLE (BPC 169)","P"
"ON02GH0302","2017-05-08 12:00","<","0.637","0.637","","4126","PG/L","3,3',4,4'5-PENTACHLOROBIPHENYL (PCB 126)","3,3',4,4'5-PENTACHLOROBIPHÉNYLE (BPC 126)","P"
"ON02GH0302","2017-05-08 12:00"," ","3.26","","","4120","PG/L","3,3'4,4'-TETRACHLOROBIPHENYL (PCB 77)","3,3'4,4'-TÉTRACHLOROBIPHÉNYLE (BPC 77)","P"
"ON02GH0302","2017-05-08 12:00","<","0.623","0.623","","4119","PG/L","3,4,4',5-TETRACHLOROBIPHENYL (PCB 81)","3,4,4',5-TÉTRACHLOROBIPHÉNYLE (BPC 81)","P"
"ON02GH0302","2017-05-08 12:00","<","2.91","2.91","","4174","PG/L","3,5-DICHLOROBIPHENYL (PCB 14)","3,5-DICHLOROBIPHÉNYL (BPC 14)","P"
"ON02GH0302","2017-05-08 12:00","<","1.45","1.45","","4808","NG/L","4-NONYLPHENOL TOTAL","4-NONYLPHÉNOL TOTAL","P"
"ON02GH0302","2017-05-08 12:00","<","0.0395","0.0395","","4875","NG/L","ALDRIN","ALDRINE","P"
"ON02GH0302","2017-05-08 12:00"," ","0.064","","","4871","NG/L","ALPHA-BENZENEHEXACHLORIDE","ALPHA-HEXACHLORURE DE BENZÈNE","P"
"ON02GH0302","2017-05-08 12:00","<","0.0395","0.0395","","4879","NG/L","ALPHA-CHLORDANE","ALPHA-CHLORDANE","P"
"ON02GH0302","2017-05-08 12:00"," ","1120","0.5","0.5","107905","µG/L","ALUMINUM TOTAL","ALUMINIUM TOTAL","P"
"ON02GH0302","2017-05-08 12:00"," ","0.108","0.001","0.001","107929","µG/L","ANTIMONY TOTAL","ANTIMOINE TOTAL","P"
"ON02GH0302","2017-05-08 12:00"," ","0.81","0.01","0.01","107906","µG/L","ARSENIC  TOTAL","ARSENIC  TOTAL","P"
"ON02GH0302","2017-05-08 12:00"," ","24.8","0.05","0.05","107908","µG/L","BARIUM TOTAL","BARYUM TOTAL","P"
"ON02GH0302","2017-05-08 12:00"," ","0.056","0.001","0.001","107909","µG/L","BERYLLIUM TOTAL","BÉRYLLIUM TOTAL","P"
"ON02GH0302","2017-05-08 12:00","<","0.0413","0.0413","","4872","NG/L","BETA-HEXACHLOROCYCLOHEXANE (BETA-HCH OR BETA-BHC)","BÉTA-HEXACHLOROCYCLOHEXANE (BÉTA-HCH OU BÉTA-BHC)","P"
"ON02GH0302","2017-05-08 12:00"," ","0.011","0.001","0.001","107910","µG/L","BISMUTH TOTAL","BISMUTH TOTAL","P"
"ON02GH0302","2017-05-08 12:00"," ","17.2","0.5","0.5","107907","µG/L","BORON TOTAL","BORE  TOTAL","P"
"ON02GH0302","2017-05-08 12:00"," ","0.029","0.001","0.001","107911","µG/L","CADMIUM TOTAL","CADMIUM TOTAL","P"
"ON02GH0302","2017-05-08 12:00"," ","1.79","0.001","0.001","107912","µG/L","CERIUM TOTAL","CÉRIUM TOTAL","P"
"ON02GH0302","2017-05-08 12:00"," ","0.107","0.001","0.001","107915","µG/L","CESIUM TOTAL","CÉSIUM TOTAL","P"
"ON02GH0302","2017-05-08 12:00"," ","1.78","0.02","0.02","107914","µG/L","CHROMIUM TOTAL","CHROME TOTAL","P"
"ON02GH0302","2017-05-08 12:00"," ","1.54","","","4167","PG/L","CL1-PCB 2","CL1-BPC 2","P"
"ON02GH0302","2017-05-08 12:00"," ","2.66","","","4113","PG/L","CL1-PCB-3","CL1-BPC-3","P"
"ON02GH0302","2017-05-08 12:00","<","2.94","2.94","","4168","PG/L","CL2-PCB-10","CL2-BPC-10","P"
"ON02GH0302","2017-05-08 12:00"," ","36.2","","","4175","PG/L","CL2-PCB-11","CL2-BPC-11","P"
"ON02GH0302","2017-05-08 12:00"," ","6.88","","","4115","PG/L","CL2-PCB-15","CL2-BPC-15","P"
"ON02GH0302","2017-05-08 12:00","<","4.79","4.79","","4114","PG/L","CL2-PCB-4","CL2-BPC-4","P"
"ON02GH0302","2017-05-08 12:00"," ","14.1","","","4170","PG/L","CL2-PCB-7","CL2-BPC-7","P"
"ON02GH0302","2017-05-08 12:00","<","2.86","2.86","","4169","PG/L","CL2-PCB-9","CL2-BPC-9","P"
"ON02GH0302","2017-05-08 12:00"," ","4.25","","","4181","PG/L","CL3-PCB-16","CL3-BPC-16","P"
"ON02GH0302","2017-05-08 12:00"," ","7.86","","","4189","PG/L","CL3-PCB-21/33","CL3-BPC-21/33","P"
"ON02GH0302","2017-05-08 12:00","<","0.623","0.623","","4184","PG/L","CL3-PCB-23","CL3-BPC-23","P"
"ON02GH0302","2017-05-08 12:00","<","0.623","0.623","","4180","PG/L","CL3-PCB-24","CL3-BPC-24","P"
"ON02GH0302","2017-05-08 12:00"," ","2.17","","","4186","PG/L","CL3-PCB-25","CL3-BPC-25","P"
"ON02GH0302","2017-05-08 12:00"," ","3.29","","","4185","PG/L","CL3-PCB-26/29","CL3-BPC-26/29","P"
"ON02GH0302","2017-05-08 12:00"," ","20.5","","","4188","PG/L","CL3-PCB-28/20","CL3-BPC-28/20","P"
"ON02GH0302","2017-05-08 12:00"," ","8.09","","","4177","PG/L","CL3-PCB-30/18","CL3-BPC-30/18","P"
"ON02GH0302","2017-05-08 12:00"," ","2.73","","","4182","PG/L","CL3-PCB-32","CL3-BPC-32","P"
"ON02GH0302","2017-05-08 12:00","<","0.623","0.623","","4183","PG/L","CL3-PCB-34","CL3-BPC-34","P"
"ON02GH0302","2017-05-08 12:00"," ","0.935","","","4194","PG/L","CL3-PCB-35","CL3-BPC-35","P"
"ON02GH0302","2017-05-08 12:00","<","0.623","0.623","","4191","PG/L","CL3-PCB-36","CL3-BPC-36","P"
"ON02GH0302","2017-05-08 12:00","<","0.623","0.623","","4193","PG/L","CL3-PCB-38","CL3-BPC-38","P"
"ON02GH0302","2017-05-08 12:00","<","0.623","0.623","","4192","PG/L","CL3-PCB-39","CL3-BPC-39","P"
"ON02GH0302","2017-05-08 12:00"," ","10.4","","","4206","PG/L","CL4-PCB-41/40/71","CL4-BPC-41/40/71","P"
"ON02GH0302","2017-05-08 12:00","<","0.623","0.623","","4200","PG/L","CL4-PCB-43","CL4-BPC-43","P"
"ON02GH0302","2017-05-08 12:00"," ","47.3","","","4203","PG/L","CL4-PCB-44/47/65","CL4-BPC-44/47/65","P"
"ON02GH0302","2017-05-08 12:00"," ","10.7","","","4196","PG/L","CL4-PCB-45/51","CL4-BPC-45/51","P"
"ON02GH0302","2017-05-08 12:00"," ","3.45","","","4202","PG/L","CL4-PCB-48","CL4-BPC-48","P"
"ON02GH0302","2017-05-08 12:00"," ","2.5","","","4195","PG/L","CL4-PCB-50/53","CL4-BPC-50/53","P"
"ON02GH0302","2017-05-08 12:00","<","0.623","0.623","","4118","PG/L","CL4-PCB-54","CL4-BPC-54","P"
"ON02GH0302","2017-05-08 12:00"," ","9.41","","","4228","PG/L","CL4-PCB-56","CL4-BPC-56","P"
"ON02GH0302","2017-05-08 12:00","<","0.623","0.623","","4210","PG/L","CL4-PCB-57","CL4-BPC-57","P"
"ON02GH0302","2017-05-08 12:00","<","0.623","0.623","","4211","PG/L","CL4-PCB-58","CL4-BPC-58","P"
"ON02GH0302","2017-05-08 12:00"," ","3.87","","","4229","PG/L","CL4-PCB-60","CL4-BPC-60","P"
"ON02GH0302","2017-05-08 12:00"," ","35.7","","","4225","PG/L","CL4-PCB-61/70/74/76","CL4-BPC-61/70/74/76","P"
"ON02GH0302","2017-05-08 12:00"," ","9.51","","","4207","PG/L","CL4-PCB-64","CL4-BPC-64","P"
"ON02GH0302","2017-05-08 12:00","<","0.623","0.623","","4212","PG/L","CL4-PCB-67","CL4-BPC-67","P"
"ON02GH0302","2017-05-08 12:00"," ","4.05","","","4209","PG/L","CL4-PCB-68","CL4-BPC-68","P"
"ON02GH0302","2017-05-08 12:00"," ","13.2","","","4201","PG/L","CL4-PCB-69/49","CL4-BPC-69/49","P"
"ON02GH0302","2017-05-08 12:00","<","0.623","0.623","","4208","PG/L","CL4-PCB-72","CL4-BPC-72","P"
"ON02GH0302","2017-05-08 12:00","<","0.623","0.623","","4199","PG/L","CL4-PCB-73","CL4-BPC-73","P"
"ON02GH0302","2017-05-08 12:00","<","0.623","0.623","","4232","PG/L","CL4-PCB-78","CL4-BPC-78","P"
"ON02GH0302","2017-05-08 12:00","<","0.623","0.623","","4231","PG/L","CL4-PCB-79","CL4-BPC-79","P"
"ON02GH0302","2017-05-08 12:00","<","0.623","0.623","","4230","PG/L","CL4-PCB-80","CL4-BPC-80","P"
"ON02GH0302","2017-05-08 12:00","<","0.623","0.623","","4121","PG/L","CL5-PCB-104","CL5-BPC-104","P"
"ON02GH0302","2017-05-08 12:00","<","0.623","0.623","","4256","PG/L","CL5-PCB-106","CL5-BPC-106","P"
"ON02GH0302","2017-05-08 12:00"," ","0.924","","","4253","PG/L","CL5-PCB-108/124","CL5-BPC-108/124","P"
"ON02GH0302","2017-05-08 12:00"," ","31.7","","","4248","PG/L","CL5-PCB-110/115","CL5-BPC-110/115","P"
"ON02GH0302","2017-05-08 12:00","<","0.623","0.623","","4250","PG/L","CL5-PCB-111","CL5-BPC-111","P"
"ON02GH0302","2017-05-08 12:00","<","0.623","0.623","","4244","PG/L","CL5-PCB-112","CL5-BPC-112","P"
